ts,hypothesis,arm,market,tf,n_trades,pf,sharpe,expected_days,pass_rate,null_margin,verdict,prereg,params,note
2026-09-18T09:19:06+00:00,FEED-T10YIE,T10YIE.change5.XAGUSD.h20,XAGUSD,1d,41,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-XAGUSD-20260918-091906.md,"{""candidate_key"": ""T10YIE|change|5|1|XAGUSD|20|+1"", ""cost_bar_bps"": 9.4, ""direction"": 1, ""effect_bps"": -258.307, ""hold"": 20, ""lag"": 1, ""median_bps"": -296.044, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}","response not monotone, rho -0.50"
2026-09-18T09:19:06+00:00,FEED-VIX,VIX.change5.XAGUSD.h20,XAGUSD,1d,41,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-XAGUSD-20260918-091906.md,"{""candidate_key"": ""VIX|change|5|1|XAGUSD|20|+1"", ""cost_bar_bps"": 9.4, ""direction"": 1, ""effect_bps"": -125.74, ""hold"": 20, ""lag"": 1, ""median_bps"": -26.387, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.1}","response not monotone, rho -0.10"
2026-09-18T09:19:06+00:00,FEED-VIX3M,VIX3M.change5.XAGUSD.h5,XAGUSD,1d,145,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-XAGUSD-20260918-091906.md,"{""candidate_key"": ""VIX3M|change|5|1|XAGUSD|5|+1"", ""cost_bar_bps"": 9.4, ""direction"": 1, ""effect_bps"": -58.881, ""hold"": 5, ""lag"": 1, ""median_bps"": -86.443, ""origin"": ""library"", ""p_null"": 0.545, ""rho"": -0.9}","loses to its own shuffle, p=0.545"
2026-09-18T09:19:06+00:00,FEED-VIX_TERM,VIX_TERM.change5.XAGUSD.h5,XAGUSD,1d,165,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-XAGUSD-20260918-091906.md,"{""candidate_key"": ""VIX_TERM|change|5|1|XAGUSD|5|-1"", ""cost_bar_bps"": 9.4, ""direction"": -1, ""effect_bps"": 7.54, ""hold"": 5, ""lag"": 1, ""median_bps"": -54.333, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}",effect 7.5 under the 9.4 bar
2026-09-18T09:29:06+00:00,FEED-DFII10,DFII10.change5.XAGUSD.h20,XAGUSD,1d,41,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-XAGUSD-20260918-092906.md,"{""candidate_key"": ""DFII10|change|5|1|XAGUSD|20|-1"", ""cost_bar_bps"": 9.4, ""direction"": -1, ""effect_bps"": 90.332, ""hold"": 20, ""lag"": 1, ""median_bps"": 63.643, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.2}","response not monotone, rho -0.20"
2026-09-18T09:29:06+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.XAGUSD.h20,XAGUSD,1d,41,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-XAGUSD-20260918-092906.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|XAGUSD|20|-1"", ""cost_bar_bps"": 9.4, ""direction"": -1, ""effect_bps"": 86.088, ""hold"": 20, ""lag"": 1, ""median_bps"": 97.747, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}","response not monotone, rho 0.30"
2026-09-18T09:29:06+00:00,FEED-GVZ,GVZ.change250.XAUUSD.h1,XAUUSD,1d,39,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-092906.md,"{""candidate_key"": ""GVZ|change|250|1|XAUUSD|1|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 0.0, ""hold"": 1, ""lag"": 1, ""median_bps"": 0.0, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.0}","39 independent events, under 40"
2026-09-18T09:29:06+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.XAGUSD.h20,XAGUSD,1d,41,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-XAGUSD-20260918-092906.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|XAGUSD|20|-1"", ""cost_bar_bps"": 9.4, ""direction"": -1, ""effect_bps"": -62.529, ""hold"": 20, ""lag"": 1, ""median_bps"": -190.927, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.4}","response not monotone, rho -0.40"
2026-09-18T09:29:06+00:00,FEED-T10YIE,T10YIE.change5.EURUSD.h1,EURUSD,1d,216,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-EURUSD-20260918-092906.md,"{""candidate_key"": ""T10YIE|change|5|1|EURUSD|1|+1"", ""cost_bar_bps"": 0.374, ""direction"": 1, ""effect_bps"": -1.418, ""hold"": 1, ""lag"": 1, ""median_bps"": 1.897, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}",mean and median disagree in sign - skew trap
2026-09-18T09:29:06+00:00,FEED-VIX,VIX.change5.EURUSD.h1,EURUSD,1d,163,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-EURUSD-20260918-092906.md,"{""candidate_key"": ""VIX|change|5|1|EURUSD|1|+1"", ""cost_bar_bps"": 0.374, ""direction"": 1, ""effect_bps"": -0.759, ""hold"": 1, ""lag"": 1, ""median_bps"": -4.294, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.1}","response not monotone, rho -0.10"
2026-09-18T09:29:06+00:00,FEED-VIX3M,VIX3M.change5.XAGUSD.h10,XAGUSD,1d,83,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-XAGUSD-20260918-092906.md,"{""candidate_key"": ""VIX3M|change|5|1|XAGUSD|10|+1"", ""cost_bar_bps"": 9.4, ""direction"": 1, ""effect_bps"": -39.83, ""hold"": 10, ""lag"": 1, ""median_bps"": -37.457, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.8}","response not monotone, rho -0.80"
2026-09-18T09:29:07+00:00,FEED-VIX_TERM,VIX_TERM.change5.XAGUSD.h10,XAGUSD,1d,83,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-XAGUSD-20260918-092907.md,"{""candidate_key"": ""VIX_TERM|change|5|1|XAGUSD|10|-1"", ""cost_bar_bps"": 9.4, ""direction"": -1, ""effect_bps"": 94.754, ""hold"": 10, ""lag"": 1, ""median_bps"": 171.23, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.4}","response not monotone, rho 0.40"
2026-09-18T09:39:07+00:00,FEED-DFII10,DFII10.change5.EURUSD.h1,EURUSD,1d,194,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-EURUSD-20260918-093907.md,"{""candidate_key"": ""DFII10|change|5|1|EURUSD|1|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": -5.65, ""hold"": 1, ""lag"": 1, ""median_bps"": -5.64, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.6}","response not monotone, rho -0.60"
2026-09-18T09:39:07+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.EURUSD.h1,EURUSD,1d,143,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-EURUSD-20260918-093907.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|EURUSD|1|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": -2.337, ""hold"": 1, ""lag"": 1, ""median_bps"": -2.707, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}","response not monotone, rho -0.50"
2026-09-18T09:39:07+00:00,FEED-GVZ,GVZ.change250.XAUUSD.h3,XAUUSD,1d,39,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-093907.md,"{""candidate_key"": ""GVZ|change|250|1|XAUUSD|3|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 0.0, ""hold"": 3, ""lag"": 1, ""median_bps"": 0.0, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.0}","39 independent events, under 40"
2026-09-18T09:39:07+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.EURUSD.h1,EURUSD,1d,190,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-EURUSD-20260918-093907.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|EURUSD|1|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": -3.58, ""hold"": 1, ""lag"": 1, ""median_bps"": -6.204, ""origin"": ""library"", ""p_null"": 0.325, ""rho"": -0.9}","loses to its own shuffle, p=0.325"
2026-09-18T09:39:07+00:00,FEED-T10YIE,T10YIE.change5.EURUSD.h3,EURUSD,1d,215,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-EURUSD-20260918-093907.md,"{""candidate_key"": ""T10YIE|change|5|1|EURUSD|3|+1"", ""cost_bar_bps"": 0.374, ""direction"": 1, ""effect_bps"": -7.091, ""hold"": 3, ""lag"": 1, ""median_bps"": -0.321, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.6}","response not monotone, rho -0.60"
2026-09-18T09:39:07+00:00,FEED-VIX,VIX.change5.EURUSD.h3,EURUSD,1d,161,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-EURUSD-20260918-093907.md,"{""candidate_key"": ""VIX|change|5|1|EURUSD|3|+1"", ""cost_bar_bps"": 0.374, ""direction"": 1, ""effect_bps"": 5.987, ""hold"": 3, ""lag"": 1, ""median_bps"": -1.209, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}",mean and median disagree in sign - skew trap
2026-09-18T09:39:07+00:00,FEED-VIX3M,VIX3M.change5.XAGUSD.h20,XAGUSD,1d,41,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-XAGUSD-20260918-093907.md,"{""candidate_key"": ""VIX3M|change|5|1|XAGUSD|20|+1"", ""cost_bar_bps"": 9.4, ""direction"": 1, ""effect_bps"": -180.232, ""hold"": 20, ""lag"": 1, ""median_bps"": 42.333, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}",mean and median disagree in sign - skew trap
2026-09-18T09:39:07+00:00,FEED-VIX_TERM,VIX_TERM.change5.XAGUSD.h20,XAGUSD,1d,41,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-XAGUSD-20260918-093907.md,"{""candidate_key"": ""VIX_TERM|change|5|1|XAGUSD|20|-1"", ""cost_bar_bps"": 9.4, ""direction"": -1, ""effect_bps"": 138.721, ""hold"": 20, ""lag"": 1, ""median_bps"": 164.949, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}","response not monotone, rho 0.10"
2026-09-18T09:49:07+00:00,FEED-DFII10,DFII10.change5.EURUSD.h3,EURUSD,1d,194,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-EURUSD-20260918-094907.md,"{""candidate_key"": ""DFII10|change|5|1|EURUSD|3|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": -4.053, ""hold"": 3, ""lag"": 1, ""median_bps"": -10.648, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.1}","response not monotone, rho -0.10"
2026-09-18T09:49:07+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.EURUSD.h3,EURUSD,1d,142,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-EURUSD-20260918-094907.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|EURUSD|3|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": -11.483, ""hold"": 3, ""lag"": 1, ""median_bps"": -13.004, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}","response not monotone, rho -0.50"
2026-09-18T09:49:07+00:00,FEED-GVZ,GVZ.change250.XAUUSD.h5,XAUUSD,1d,39,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-094907.md,"{""candidate_key"": ""GVZ|change|250|1|XAUUSD|5|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 0.0, ""hold"": 5, ""lag"": 1, ""median_bps"": 0.0, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.0}","39 independent events, under 40"
2026-09-18T09:49:07+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.EURUSD.h3,EURUSD,1d,190,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-EURUSD-20260918-094907.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|EURUSD|3|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": -4.002, ""hold"": 3, ""lag"": 1, ""median_bps"": -10.078, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}","response not monotone, rho -0.50"
2026-09-18T09:49:07+00:00,FEED-T10YIE,T10YIE.change5.EURUSD.h5,EURUSD,1d,186,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-EURUSD-20260918-094907.md,"{""candidate_key"": ""T10YIE|change|5|1|EURUSD|5|+1"", ""cost_bar_bps"": 0.374, ""direction"": 1, ""effect_bps"": -16.979, ""hold"": 5, ""lag"": 1, ""median_bps"": -10.31, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}","response not monotone, rho -0.30"
2026-09-18T09:49:07+00:00,FEED-VIX,VIX.change5.EURUSD.h5,EURUSD,1d,160,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-EURUSD-20260918-094907.md,"{""candidate_key"": ""VIX|change|5|1|EURUSD|5|+1"", ""cost_bar_bps"": 0.374, ""direction"": 1, ""effect_bps"": 7.243, ""hold"": 5, ""lag"": 1, ""median_bps"": 4.502, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}","response not monotone, rho 0.30"
2026-09-18T09:49:07+00:00,FEED-VIX3M,VIX3M.change5.EURUSD.h1,EURUSD,1d,155,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-EURUSD-20260918-094907.md,"{""candidate_key"": ""VIX3M|change|5|1|EURUSD|1|+1"", ""cost_bar_bps"": 0.374, ""direction"": 1, ""effect_bps"": 3.286, ""hold"": 1, ""lag"": 1, ""median_bps"": -3.411, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.5}",mean and median disagree in sign - skew trap
2026-09-18T09:49:07+00:00,FEED-VIX_TERM,VIX_TERM.change5.EURUSD.h1,EURUSD,1d,177,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-EURUSD-20260918-094907.md,"{""candidate_key"": ""VIX_TERM|change|5|1|EURUSD|1|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": 1.309, ""hold"": 1, ""lag"": 1, ""median_bps"": -5.139, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}",mean and median disagree in sign - skew trap
2026-09-18T09:59:08+00:00,FEED-DFII10,DFII10.change5.EURUSD.h5,EURUSD,1d,186,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-EURUSD-20260918-095908.md,"{""candidate_key"": ""DFII10|change|5|1|EURUSD|5|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": 6.014, ""hold"": 5, ""lag"": 1, ""median_bps"": -4.854, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}",mean and median disagree in sign - skew trap
2026-09-18T09:59:08+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.EURUSD.h5,EURUSD,1d,142,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-EURUSD-20260918-095908.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|EURUSD|5|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": -16.427, ""hold"": 5, ""lag"": 1, ""median_bps"": -18.218, ""origin"": ""library"", ""p_null"": 0.255, ""rho"": -1.0}","loses to its own shuffle, p=0.255"
2026-09-18T09:59:08+00:00,FEED-GVZ,GVZ.change250.XAUUSD.h10,XAUUSD,1d,39,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-095908.md,"{""candidate_key"": ""GVZ|change|250|1|XAUUSD|10|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 0.0, ""hold"": 10, ""lag"": 1, ""median_bps"": 0.0, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.0}","39 independent events, under 40"
2026-09-18T09:59:08+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.EURUSD.h5,EURUSD,1d,186,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-EURUSD-20260918-095908.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|EURUSD|5|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": 1.218, ""hold"": 5, ""lag"": 1, ""median_bps"": -7.837, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.4}",mean and median disagree in sign - skew trap
2026-09-18T09:59:08+00:00,FEED-T10YIE,T10YIE.change5.EURUSD.h10,EURUSD,1d,92,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-EURUSD-20260918-095908.md,"{""candidate_key"": ""T10YIE|change|5|1|EURUSD|10|+1"", ""cost_bar_bps"": 0.374, ""direction"": 1, ""effect_bps"": -21.956, ""hold"": 10, ""lag"": 1, ""median_bps"": -15.751, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.1}","response not monotone, rho -0.10"
2026-09-18T09:59:08+00:00,FEED-VIX,VIX.change5.EURUSD.h10,EURUSD,1d,92,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-EURUSD-20260918-095908.md,"{""candidate_key"": ""VIX|change|5|1|EURUSD|10|+1"", ""cost_bar_bps"": 0.374, ""direction"": 1, ""effect_bps"": 34.908, ""hold"": 10, ""lag"": 1, ""median_bps"": 27.661, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}","response not monotone, rho 0.10"
2026-09-18T09:59:08+00:00,FEED-VIX3M,VIX3M.change5.EURUSD.h3,EURUSD,1d,155,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-EURUSD-20260918-095908.md,"{""candidate_key"": ""VIX3M|change|5|1|EURUSD|3|+1"", ""cost_bar_bps"": 0.374, ""direction"": 1, ""effect_bps"": 14.107, ""hold"": 3, ""lag"": 1, ""median_bps"": 11.251, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.4}","response not monotone, rho 0.40"
2026-09-18T09:59:08+00:00,FEED-VIX_TERM,VIX_TERM.change5.EURUSD.h3,EURUSD,1d,176,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-EURUSD-20260918-095908.md,"{""candidate_key"": ""VIX_TERM|change|5|1|EURUSD|3|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": 6.75, ""hold"": 3, ""lag"": 1, ""median_bps"": -8.279, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}",mean and median disagree in sign - skew trap
2026-09-18T10:09:08+00:00,FEED-DFII10,DFII10.change5.EURUSD.h10,EURUSD,1d,92,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-EURUSD-20260918-100908.md,"{""candidate_key"": ""DFII10|change|5|1|EURUSD|10|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": 36.491, ""hold"": 10, ""lag"": 1, ""median_bps"": 34.373, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.6}","response not monotone, rho 0.60"
2026-09-18T10:09:08+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.EURUSD.h10,EURUSD,1d,92,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-EURUSD-20260918-100908.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|EURUSD|10|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": -9.482, ""hold"": 10, ""lag"": 1, ""median_bps"": -16.653, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.6}","response not monotone, rho -0.60"
2026-09-18T10:09:08+00:00,FEED-GVZ,GVZ.change250.XAUUSD.h20,XAUUSD,1d,39,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-100908.md,"{""candidate_key"": ""GVZ|change|250|1|XAUUSD|20|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 0.0, ""hold"": 20, ""lag"": 1, ""median_bps"": 0.0, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.0}","39 independent events, under 40"
2026-09-18T10:09:08+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.EURUSD.h10,EURUSD,1d,92,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-EURUSD-20260918-100908.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|EURUSD|10|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": 24.518, ""hold"": 10, ""lag"": 1, ""median_bps"": 26.284, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.7}","response not monotone, rho 0.70"
2026-09-18T10:09:08+00:00,FEED-T10YIE,T10YIE.change5.EURUSD.h20,EURUSD,1d,45,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-EURUSD-20260918-100908.md,"{""candidate_key"": ""T10YIE|change|5|1|EURUSD|20|+1"", ""cost_bar_bps"": 0.374, ""direction"": 1, ""effect_bps"": -33.986, ""hold"": 20, ""lag"": 1, ""median_bps"": -39.763, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.7}","response not monotone, rho -0.70"
2026-09-18T10:09:08+00:00,FEED-VIX,VIX.change5.EURUSD.h20,EURUSD,1d,45,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-EURUSD-20260918-100908.md,"{""candidate_key"": ""VIX|change|5|1|EURUSD|20|+1"", ""cost_bar_bps"": 0.374, ""direction"": 1, ""effect_bps"": 23.779, ""hold"": 20, ""lag"": 1, ""median_bps"": 46.359, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}","response not monotone, rho 0.30"
2026-09-18T10:09:08+00:00,FEED-VIX3M,VIX3M.change5.EURUSD.h5,EURUSD,1d,154,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-EURUSD-20260918-100908.md,"{""candidate_key"": ""VIX3M|change|5|1|EURUSD|5|+1"", ""cost_bar_bps"": 0.374, ""direction"": 1, ""effect_bps"": 23.633, ""hold"": 5, ""lag"": 1, ""median_bps"": 19.805, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}","response not monotone, rho 0.30"
2026-09-18T10:09:09+00:00,FEED-VIX_TERM,VIX_TERM.change5.EURUSD.h5,EURUSD,1d,176,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-EURUSD-20260918-100909.md,"{""candidate_key"": ""VIX_TERM|change|5|1|EURUSD|5|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": 14.064, ""hold"": 5, ""lag"": 1, ""median_bps"": 4.804, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}","response not monotone, rho 0.30"
2026-09-18T10:19:09+00:00,FEED-DFII10,DFII10.change5.EURUSD.h20,EURUSD,1d,45,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-EURUSD-20260918-101909.md,"{""candidate_key"": ""DFII10|change|5|1|EURUSD|20|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": 22.049, ""hold"": 20, ""lag"": 1, ""median_bps"": -8.626, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.7}",mean and median disagree in sign - skew trap
2026-09-18T10:19:09+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.EURUSD.h20,EURUSD,1d,45,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-EURUSD-20260918-101909.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|EURUSD|20|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": 2.999, ""hold"": 20, ""lag"": 1, ""median_bps"": -11.509, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}",mean and median disagree in sign - skew trap
2026-09-18T10:19:09+00:00,FEED-GVZ,GVZ.level-.XAUUSD.h1,XAUUSD,1d,1,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-101909.md,"{""candidate_key"": ""GVZ|level|0|1|XAUUSD|1|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 0.0, ""hold"": 1, ""lag"": 1, ""median_bps"": 0.0, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.0}","1 independent events, under 40"
2026-09-18T10:19:09+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.EURUSD.h20,EURUSD,1d,45,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-EURUSD-20260918-101909.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|EURUSD|20|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": 23.222, ""hold"": 20, ""lag"": 1, ""median_bps"": 11.657, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.7}","response not monotone, rho 0.70"
2026-09-18T10:19:09+00:00,FEED-T10YIE,T10YIE.change5.GBPUSD.h1,GBPUSD,1d,208,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-GBPUSD-20260918-101909.md,"{""candidate_key"": ""T10YIE|change|5|1|GBPUSD|1|+1"", ""cost_bar_bps"": 0.82, ""direction"": 1, ""effect_bps"": -0.886, ""hold"": 1, ""lag"": 1, ""median_bps"": -1.389, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}","response not monotone, rho -0.30"
2026-09-18T10:19:09+00:00,FEED-VIX,VIX.change5.GBPUSD.h1,GBPUSD,1d,157,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-GBPUSD-20260918-101909.md,"{""candidate_key"": ""VIX|change|5|1|GBPUSD|1|+1"", ""cost_bar_bps"": 0.82, ""direction"": 1, ""effect_bps"": -6.924, ""hold"": 1, ""lag"": 1, ""median_bps"": -7.059, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.4}","response not monotone, rho -0.40"
2026-09-18T10:19:09+00:00,FEED-VIX3M,VIX3M.change5.EURUSD.h10,EURUSD,1d,92,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-EURUSD-20260918-101909.md,"{""candidate_key"": ""VIX3M|change|5|1|EURUSD|10|+1"", ""cost_bar_bps"": 0.374, ""direction"": 1, ""effect_bps"": 57.054, ""hold"": 10, ""lag"": 1, ""median_bps"": 51.847, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}","response not monotone, rho 0.10"
2026-09-18T10:19:09+00:00,FEED-VIX_TERM,VIX_TERM.change5.EURUSD.h10,EURUSD,1d,92,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-EURUSD-20260918-101909.md,"{""candidate_key"": ""VIX_TERM|change|5|1|EURUSD|10|-1"", ""cost_bar_bps"": 0.374, ""direction"": -1, ""effect_bps"": 41.623, ""hold"": 10, ""lag"": 1, ""median_bps"": 27.654, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}","response not monotone, rho 0.30"
